transcription_id,sentiment
323,"[[{'label': 'POSITIVE', 'score': 0.9997943043708801}], [{'label': 'POSITIVE', 'score': 0.9979097247123718}], [{'label': 'POSITIVE', 'score': 0.9695768356323242}], [{'label': 'POSITIVE', 'score': 0.9996123909950256}], [{'label': 'POSITIVE', 'score': 0.843749463558197}], [{'label': 'POSITIVE', 'score': 0.9995725750923157}], [{'label': 'POSITIVE', 'score': 0.9984046816825867}], [{'label': 'POSITIVE', 'score': 0.9518561363220215}], [{'label': 'POSITIVE', 'score': 0.9962749481201172}], [{'label': 'NEGATIVE', 'score': 0.7495350241661072}], [{'label': 'POSITIVE', 'score': 0.9985101819038391}], [{'label': 'NEGATIVE', 'score': 0.9994710087776184}], [{'label': 'POSITIVE', 'score': 0.9996289014816284}], [{'label': 'POSITIVE', 'score': 0.9992690682411194}], [{'label': 'POSITIVE', 'score': 0.982810378074646}], [{'label': 'POSITIVE', 'score': 0.5365414619445801}], [{'label': 'POSITIVE', 'score': 0.9991798996925354}], [{'label': 'NEGATIVE', 'score': 0.6636885404586792}], [{'label': 'POSITIVE', 'score': 0.994146466255188}], [{'label': 'POSITIVE', 'score': 0.9996297359466553}], [{'label': 'NEGATIVE', 'score': 0.8752551078796387}], [{'label': 'POSITIVE', 'score': 0.9972947239875793}], [{'label': 'POSITIVE', 'score': 0.998069703578949}], [{'label': 'POSITIVE', 'score': 0.9936754107475281}], [{'label': 'POSITIVE', 'score': 0.9977526068687439}]]"
324,"[[{'label': 'POSITIVE', 'score': 0.999029278755188}], [{'label': 'POSITIVE', 'score': 0.9995521903038025}]]"
325,"[[{'label': 'POSITIVE', 'score': 0.9972254037857056}], [{'label': 'POSITIVE', 'score': 0.9975109100341797}], [{'label': 'POSITIVE', 'score': 0.9989656209945679}]]"
326,"[[{'label': 'POSITIVE', 'score': 0.9996442794799805}], [{'label': 'POSITIVE', 'score': 0.9980325102806091}], [{'label': 'POSITIVE', 'score': 0.998766303062439}], [{'label': 'POSITIVE', 'score': 0.9963380098342896}], [{'label': 'POSITIVE', 'score': 0.9995842576026917}], [{'label': 'POSITIVE', 'score': 0.9995864033699036}], [{'label': 'POSITIVE', 'score': 0.9997612833976746}], [{'label': 'POSITIVE', 'score': 0.9930150508880615}], [{'label': 'POSITIVE', 'score': 0.7709566354751587}], [{'label': 'POSITIVE', 'score': 0.992985188961029}], [{'label': 'POSITIVE', 'score': 0.9995193481445312}], [{'label': 'POSITIVE', 'score': 0.9996814727783203}], [{'label': 'POSITIVE', 'score': 0.995399534702301}], [{'label': 'POSITIVE', 'score': 0.9996497631072998}], [{'label': 'POSITIVE', 'score': 0.9989951252937317}], [{'label': 'POSITIVE', 'score': 0.9997606873512268}], [{'label': 'POSITIVE', 'score': 0.9996974468231201}], [{'label': 'POSITIVE', 'score': 0.9986317753791809}], [{'label': 'POSITIVE', 'score': 0.9976032376289368}], [{'label': 'NEGATIVE', 'score': 0.9994569420814514}]]"
327,"[[{'label': 'POSITIVE', 'score': 0.9498478770256042}], [{'label': 'POSITIVE', 'score': 0.9990611672401428}], [{'label': 'NEGATIVE', 'score': 0.9886360168457031}], [{'label': 'POSITIVE', 'score': 0.9952257871627808}]]"
328,"[[{'label': 'NEGATIVE', 'score': 0.8531761765480042}], [{'label': 'NEGATIVE', 'score': 0.9956223368644714}], [{'label': 'NEGATIVE', 'score': 0.8515710830688477}], [{'label': 'POSITIVE', 'score': 0.9506794214248657}], [{'label': 'NEGATIVE', 'score': 0.7560964226722717}], [{'label': 'NEGATIVE', 'score': 0.7386803030967712}], [{'label': 'POSITIVE', 'score': 0.9987646341323853}], [{'label': 'POSITIVE', 'score': 0.9177801609039307}], [{'label': 'NEGATIVE', 'score': 0.529488742351532}]]"
329,"[[{'label': 'POSITIVE', 'score': 0.9995205402374268}], [{'label': 'POSITIVE', 'score': 0.9998069405555725}]]"
330,"[[{'label': 'NEGATIVE', 'score': 0.9941020607948303}], [{'label': 'POSITIVE', 'score': 0.9987457990646362}], [{'label': 'POSITIVE', 'score': 0.9983605742454529}], [{'label': 'POSITIVE', 'score': 0.7171958684921265}], [{'label': 'POSITIVE', 'score': 0.999794065952301}], [{'label': 'POSITIVE', 'score': 0.9995204210281372}], [{'label': 'NEGATIVE', 'score': 0.92294842004776}], [{'label': 'NEGATIVE', 'score': 0.996216356754303}], [{'label': 'POSITIVE', 'score': 0.9883842468261719}], [{'label': 'POSITIVE', 'score': 0.9997091889381409}], [{'label': 'POSITIVE', 'score': 0.9968119263648987}], [{'label': 'POSITIVE', 'score': 0.9696339964866638}], [{'label': 'POSITIVE', 'score': 0.8488750457763672}], [{'label': 'POSITIVE', 'score': 0.999737560749054}], [{'label': 'POSITIVE', 'score': 0.9997565150260925}], [{'label': 'POSITIVE', 'score': 0.9995299577713013}], [{'label': 'POSITIVE', 'score': 0.9744711518287659}], [{'label': 'POSITIVE', 'score': 0.9984377026557922}], [{'label': 'POSITIVE', 'score': 0.9833820462226868}], [{'label': 'NEGATIVE', 'score': 0.9930445551872253}], [{'label': 'POSITIVE', 'score': 0.9916051626205444}], [{'label': 'POSITIVE', 'score': 0.9995748400688171}], [{'label': 'POSITIVE', 'score': 0.9895181059837341}], [{'label': 'POSITIVE', 'score': 0.998982846736908}], [{'label': 'POSITIVE', 'score': 0.9932138919830322}], [{'label': 'POSITIVE', 'score': 0.9981091022491455}], [{'label': 'POSITIVE', 'score': 0.9992133378982544}], [{'label': 'POSITIVE', 'score': 0.999234676361084}], [{'label': 'NEGATIVE', 'score': 0.9967886209487915}], [{'label': 'NEGATIVE', 'score': 0.9957864880561829}]]"
331,"[[{'label': 'POSITIVE', 'score': 0.9998846054077148}], [{'label': 'POSITIVE', 'score': 0.9997835755348206}], [{'label': 'POSITIVE', 'score': 0.9989665746688843}], [{'label': 'POSITIVE', 'score': 0.9997522234916687}], [{'label': 'POSITIVE', 'score': 0.9991803765296936}], [{'label': 'POSITIVE', 'score': 0.9997726082801819}], [{'label': 'POSITIVE', 'score': 0.9998394250869751}], [{'label': 'POSITIVE', 'score': 0.999834418296814}], [{'label': 'POSITIVE', 'score': 0.9997490048408508}], [{'label': 'POSITIVE', 'score': 0.9996734857559204}], [{'label': 'POSITIVE', 'score': 0.9998353719711304}], [{'label': 'POSITIVE', 'score': 0.9998194575309753}], [{'label': 'POSITIVE', 'score': 0.9992928504943848}], [{'label': 'POSITIVE', 'score': 0.9996259212493896}]]"
332,"[[{'label': 'POSITIVE', 'score': 0.9991224408149719}], [{'label': 'NEGATIVE', 'score': 0.5337386727333069}], [{'label': 'POSITIVE', 'score': 0.9982761144638062}], [{'label': 'NEGATIVE', 'score': 0.9916800856590271}], [{'label': 'NEGATIVE', 'score': 0.9976328611373901}], [{'label': 'POSITIVE', 'score': 0.9865279793739319}], [{'label': 'POSITIVE', 'score': 0.9883429408073425}], [{'label': 'NEGATIVE', 'score': 0.9805850386619568}], [{'label': 'POSITIVE', 'score': 0.9965097308158875}], [{'label': 'NEGATIVE', 'score': 0.859067976474762}], [{'label': 'POSITIVE', 'score': 0.7755137085914612}], [{'label': 'POSITIVE', 'score': 0.9977524876594543}], [{'label': 'POSITIVE', 'score': 0.9996775388717651}], [{'label': 'POSITIVE', 'score': 0.9798188209533691}], [{'label': 'POSITIVE', 'score': 0.979243278503418}], [{'label': 'NEGATIVE', 'score': 0.9972794651985168}], [{'label': 'NEGATIVE', 'score': 0.9255489110946655}], [{'label': 'POSITIVE', 'score': 0.9968534111976624}], [{'label': 'NEGATIVE', 'score': 0.925663411617279}], [{'label': 'NEGATIVE', 'score': 0.9975952506065369}], [{'label': 'NEGATIVE', 'score': 0.986357569694519}], [{'label': 'POSITIVE', 'score': 0.9364832043647766}], [{'label': 'NEGATIVE', 'score': 0.8056217432022095}], [{'label': 'POSITIVE', 'score': 0.9983406066894531}]]"
333,"[[{'label': 'NEGATIVE', 'score': 0.9879922866821289}], [{'label': 'NEGATIVE', 'score': 0.9916955828666687}], [{'label': 'POSITIVE', 'score': 0.9985584616661072}], [{'label': 'POSITIVE', 'score': 0.9997255206108093}], [{'label': 'POSITIVE', 'score': 0.9816878437995911}], [{'label': 'POSITIVE', 'score': 0.9988607168197632}], [{'label': 'NEGATIVE', 'score': 0.9573131799697876}], [{'label': 'NEGATIVE', 'score': 0.993507981300354}], [{'label': 'POSITIVE', 'score': 0.9978996515274048}], [{'label': 'POSITIVE', 'score': 0.9987757802009583}], [{'label': 'NEGATIVE', 'score': 0.9792510271072388}], [{'label': 'POSITIVE', 'score': 0.9583556652069092}], [{'label': 'POSITIVE', 'score': 0.996616542339325}], [{'label': 'NEGATIVE', 'score': 0.990622341632843}], [{'label': 'POSITIVE', 'score': 0.9916915893554688}], [{'label': 'NEGATIVE', 'score': 0.998021125793457}], [{'label': 'NEGATIVE', 'score': 0.9909601211547852}], [{'label': 'POSITIVE', 'score': 0.99928879737854}], [{'label': 'POSITIVE', 'score': 0.999754011631012}], [{'label': 'NEGATIVE', 'score': 0.9545695185661316}], [{'label': 'POSITIVE', 'score': 0.9997467398643494}], [{'label': 'POSITIVE', 'score': 0.9775445461273193}], [{'label': 'POSITIVE', 'score': 0.9961569905281067}], [{'label': 'NEGATIVE', 'score': 0.889713704586029}], [{'label': 'POSITIVE', 'score': 0.9054965376853943}], [{'label': 'POSITIVE', 'score': 0.9799692034721375}], [{'label': 'NEGATIVE', 'score': 0.9928295016288757}], [{'label': 'POSITIVE', 'score': 0.9975317716598511}], [{'label': 'POSITIVE', 'score': 0.8605381846427917}], [{'label': 'POSITIVE', 'score': 0.9974297881126404}], [{'label': 'POSITIVE', 'score': 0.9942124485969543}], [{'label': 'POSITIVE', 'score': 0.9985803365707397}], [{'label': 'POSITIVE', 'score': 0.9502987265586853}], [{'label': 'POSITIVE', 'score': 0.9861224293708801}], [{'label': 'POSITIVE', 'score': 0.9795954823493958}], [{'label': 'NEGATIVE', 'score': 0.9992928504943848}], [{'label': 'POSITIVE', 'score': 0.9923599362373352}], [{'label': 'POSITIVE', 'score': 0.9984889030456543}]]"
334,"[[{'label': 'POSITIVE', 'score': 0.9990656971931458}], [{'label': 'POSITIVE', 'score': 0.9770110249519348}], [{'label': 'POSITIVE', 'score': 0.9996334314346313}], [{'label': 'POSITIVE', 'score': 0.9572890400886536}], [{'label': 'POSITIVE', 'score': 0.9903090596199036}], [{'label': 'POSITIVE', 'score': 0.9707942605018616}], [{'label': 'POSITIVE', 'score': 0.9907175898551941}], [{'label': 'POSITIVE', 'score': 0.96491938829422}], [{'label': 'POSITIVE', 'score': 0.9602053165435791}], [{'label': 'POSITIVE', 'score': 0.9994992017745972}], [{'label': 'POSITIVE', 'score': 0.9995840191841125}], [{'label': 'POSITIVE', 'score': 0.9997382760047913}]]"
335,"[[{'label': 'POSITIVE', 'score': 0.9993128776550293}], [{'label': 'POSITIVE', 'score': 0.9990009665489197}], [{'label': 'POSITIVE', 'score': 0.9998631477355957}]]"
336,"[[{'label': 'NEGATIVE', 'score': 0.9979433417320251}]]"
337,"[[{'label': 'POSITIVE', 'score': 0.5655470490455627}], [{'label': 'POSITIVE', 'score': 0.998904824256897}], [{'label': 'POSITIVE', 'score': 0.9997829794883728}], [{'label': 'POSITIVE', 'score': 0.9990091323852539}], [{'label': 'POSITIVE', 'score': 0.999864935874939}], [{'label': 'POSITIVE', 'score': 0.9985920786857605}], [{'label': 'POSITIVE', 'score': 0.9998086094856262}], [{'label': 'POSITIVE', 'score': 0.9997937083244324}], [{'label': 'POSITIVE', 'score': 0.9997571110725403}], [{'label': 'POSITIVE', 'score': 0.9997139573097229}], [{'label': 'POSITIVE', 'score': 0.9997150301933289}], [{'label': 'NEGATIVE', 'score': 0.9912950992584229}], [{'label': 'POSITIVE', 'score': 0.999758780002594}], [{'label': 'POSITIVE', 'score': 0.9997584223747253}], [{'label': 'POSITIVE', 'score': 0.9995633959770203}], [{'label': 'POSITIVE', 'score': 0.9998515844345093}], [{'label': 'POSITIVE', 'score': 0.9994800686836243}], [{'label': 'POSITIVE', 'score': 0.9978410005569458}], [{'label': 'POSITIVE', 'score': 0.99982750415802}], [{'label': 'POSITIVE', 'score': 0.9998400211334229}], [{'label': 'POSITIVE', 'score': 0.9993336796760559}], [{'label': 'POSITIVE', 'score': 0.9996156692504883}], [{'label': 'POSITIVE', 'score': 0.9993000030517578}], [{'label': 'POSITIVE', 'score': 0.9998480081558228}], [{'label': 'POSITIVE', 'score': 0.9979585409164429}], [{'label': 'POSITIVE', 'score': 0.9998613595962524}], [{'label': 'POSITIVE', 'score': 0.9992493987083435}], [{'label': 'POSITIVE', 'score': 0.9998339414596558}], [{'label': 'POSITIVE', 'score': 0.9998447895050049}], [{'label': 'POSITIVE', 'score': 0.9998632669448853}], [{'label': 'POSITIVE', 'score': 0.9977741837501526}], [{'label': 'NEGATIVE', 'score': 0.991706371307373}], [{'label': 'POSITIVE', 'score': 0.9996823072433472}], [{'label': 'POSITIVE', 'score': 0.9997841715812683}], [{'label': 'POSITIVE', 'score': 0.9927177429199219}], [{'label': 'POSITIVE', 'score': 0.9998325109481812}], [{'label': 'POSITIVE', 'score': 0.9966304898262024}], [{'label': 'POSITIVE', 'score': 0.8169633746147156}], [{'label': 'POSITIVE', 'score': 0.9998593330383301}]]"
338,"[[{'label': 'NEGATIVE', 'score': 0.9898101091384888}], [{'label': 'POSITIVE', 'score': 0.9977115392684937}], [{'label': 'POSITIVE', 'score': 0.9998095631599426}], [{'label': 'POSITIVE', 'score': 0.99936443567276}], [{'label': 'POSITIVE', 'score': 0.9932237863540649}], [{'label': 'POSITIVE', 'score': 0.999268114566803}], [{'label': 'POSITIVE', 'score': 0.9944619536399841}], [{'label': 'POSITIVE', 'score': 0.965905487537384}], [{'label': 'POSITIVE', 'score': 0.9967297315597534}], [{'label': 'POSITIVE', 'score': 0.9957975149154663}], [{'label': 'POSITIVE', 'score': 0.9995110034942627}], [{'label': 'POSITIVE', 'score': 0.9998114705085754}], [{'label': 'POSITIVE', 'score': 0.9997648596763611}], [{'label': 'POSITIVE', 'score': 0.9998500347137451}], [{'label': 'POSITIVE', 'score': 0.9958382844924927}], [{'label': 'NEGATIVE', 'score': 0.6954624056816101}], [{'label': 'POSITIVE', 'score': 0.9998300075531006}], [{'label': 'POSITIVE', 'score': 0.9981040954589844}], [{'label': 'POSITIVE', 'score': 0.9995216131210327}], [{'label': 'POSITIVE', 'score': 0.9992210865020752}], [{'label': 'POSITIVE', 'score': 0.8514038324356079}], [{'label': 'POSITIVE', 'score': 0.9997270703315735}], [{'label': 'POSITIVE', 'score': 0.9986768364906311}], [{'label': 'POSITIVE', 'score': 0.999811589717865}]]"
339,"[[{'label': 'POSITIVE', 'score': 0.9986556768417358}], [{'label': 'POSITIVE', 'score': 0.9901646971702576}], [{'label': 'POSITIVE', 'score': 0.9959853291511536}], [{'label': 'POSITIVE', 'score': 0.997428834438324}], [{'label': 'POSITIVE', 'score': 0.9983429908752441}], [{'label': 'POSITIVE', 'score': 0.9993860721588135}], [{'label': 'POSITIVE', 'score': 0.9997702240943909}], [{'label': 'POSITIVE', 'score': 0.998924195766449}], [{'label': 'POSITIVE', 'score': 0.9914372563362122}], [{'label': 'NEGATIVE', 'score': 0.9737627506256104}], [{'label': 'POSITIVE', 'score': 0.9997527003288269}], [{'label': 'POSITIVE', 'score': 0.999707043170929}], [{'label': 'POSITIVE', 'score': 0.9996426105499268}], [{'label': 'POSITIVE', 'score': 0.9997771382331848}], [{'label': 'POSITIVE', 'score': 0.9996936321258545}], [{'label': 'POSITIVE', 'score': 0.9988332390785217}], [{'label': 'POSITIVE', 'score': 0.9998518228530884}]]"
340,"[[{'label': 'POSITIVE', 'score': 0.9992291927337646}], [{'label': 'POSITIVE', 'score': 0.9976428151130676}], [{'label': 'POSITIVE', 'score': 0.9992026686668396}], [{'label': 'POSITIVE', 'score': 0.9976981282234192}], [{'label': 'POSITIVE', 'score': 0.9998193383216858}], [{'label': 'POSITIVE', 'score': 0.9970154762268066}], [{'label': 'POSITIVE', 'score': 0.9971309304237366}], [{'label': 'POSITIVE', 'score': 0.9774837493896484}], [{'label': 'POSITIVE', 'score': 0.9998045563697815}], [{'label': 'POSITIVE', 'score': 0.9998102784156799}], [{'label': 'POSITIVE', 'score': 0.9998652935028076}], [{'label': 'POSITIVE', 'score': 0.9969834685325623}], [{'label': 'POSITIVE', 'score': 0.9997097849845886}], [{'label': 'POSITIVE', 'score': 0.9927223324775696}], [{'label': 'POSITIVE', 'score': 0.999170184135437}], [{'label': 'POSITIVE', 'score': 0.9993127584457397}], [{'label': 'POSITIVE', 'score': 0.9932551383972168}]]"
341,"[[{'label': 'NEGATIVE', 'score': 0.9975107908248901}], [{'label': 'POSITIVE', 'score': 0.9650348424911499}], [{'label': 'POSITIVE', 'score': 0.8670592904090881}], [{'label': 'NEGATIVE', 'score': 0.9964262843132019}], [{'label': 'POSITIVE', 'score': 0.9004954099655151}], [{'label': 'POSITIVE', 'score': 0.9864308834075928}], [{'label': 'POSITIVE', 'score': 0.9973738193511963}], [{'label': 'NEGATIVE', 'score': 0.9875977635383606}], [{'label': 'NEGATIVE', 'score': 0.9471896290779114}], [{'label': 'NEGATIVE', 'score': 0.5116927027702332}], [{'label': 'POSITIVE', 'score': 0.9882485866546631}], [{'label': 'POSITIVE', 'score': 0.9976509213447571}], [{'label': 'POSITIVE', 'score': 0.8713587522506714}], [{'label': 'POSITIVE', 'score': 0.7137513160705566}], [{'label': 'NEGATIVE', 'score': 0.9995657801628113}], [{'label': 'NEGATIVE', 'score': 0.9979984164237976}], [{'label': 'NEGATIVE', 'score': 0.9989179372787476}], [{'label': 'POSITIVE', 'score': 0.9985252022743225}], [{'label': 'NEGATIVE', 'score': 0.9843729734420776}], [{'label': 'POSITIVE', 'score': 0.9962724447250366}], [{'label': 'POSITIVE', 'score': 0.9958786964416504}], [{'label': 'POSITIVE', 'score': 0.9990022778511047}], [{'label': 'POSITIVE', 'score': 0.9993334412574768}], [{'label': 'NEGATIVE', 'score': 0.5203108191490173}]]"
342,"[[{'label': 'NEGATIVE', 'score': 0.9925820827484131}]]"
343,"[[{'label': 'POSITIVE', 'score': 0.7481212615966797}], [{'label': 'NEGATIVE', 'score': 0.9787796139717102}], [{'label': 'NEGATIVE', 'score': 0.9763957262039185}], [{'label': 'NEGATIVE', 'score': 0.9664259552955627}], [{'label': 'NEGATIVE', 'score': 0.9611794352531433}]]"
344,"[[{'label': 'POSITIVE', 'score': 0.99894779920578}], [{'label': 'POSITIVE', 'score': 0.9996553659439087}]]"
345,"[[{'label': 'NEGATIVE', 'score': 0.9768895506858826}]]"
346,"[[{'label': 'POSITIVE', 'score': 0.9988318085670471}], [{'label': 'POSITIVE', 'score': 0.9981753826141357}], [{'label': 'NEGATIVE', 'score': 0.9846771955490112}]]"
347,"[[{'label': 'POSITIVE', 'score': 0.9998352527618408}], [{'label': 'POSITIVE', 'score': 0.9995481371879578}], [{'label': 'POSITIVE', 'score': 0.9997832179069519}], [{'label': 'POSITIVE', 'score': 0.9997510313987732}], [{'label': 'POSITIVE', 'score': 0.9991996884346008}], [{'label': 'POSITIVE', 'score': 0.9986492991447449}], [{'label': 'POSITIVE', 'score': 0.9991846680641174}], [{'label': 'POSITIVE', 'score': 0.9984750151634216}]]"
348,"[[{'label': 'POSITIVE', 'score': 0.982512354850769}], [{'label': 'POSITIVE', 'score': 0.9980732202529907}], [{'label': 'POSITIVE', 'score': 0.9987539052963257}], [{'label': 'POSITIVE', 'score': 0.9998235106468201}], [{'label': 'POSITIVE', 'score': 0.999401330947876}], [{'label': 'POSITIVE', 'score': 0.9991869330406189}], [{'label': 'POSITIVE', 'score': 0.9997146725654602}], [{'label': 'POSITIVE', 'score': 0.9996228218078613}], [{'label': 'POSITIVE', 'score': 0.9979628324508667}], [{'label': 'POSITIVE', 'score': 0.9996613264083862}], [{'label': 'POSITIVE', 'score': 0.9988492727279663}], [{'label': 'POSITIVE', 'score': 0.999061644077301}], [{'label': 'POSITIVE', 'score': 0.9997828602790833}], [{'label': 'POSITIVE', 'score': 0.9988042116165161}], [{'label': 'POSITIVE', 'score': 0.9997766613960266}], [{'label': 'POSITIVE', 'score': 0.9959419369697571}]]"
349,"[[{'label': 'POSITIVE', 'score': 0.99303138256073}], [{'label': 'POSITIVE', 'score': 0.9979508519172668}], [{'label': 'POSITIVE', 'score': 0.9994243383407593}]]"
350,"[[{'label': 'POSITIVE', 'score': 0.5671448111534119}]]"
351,"[[{'label': 'POSITIVE', 'score': 0.9994738698005676}], [{'label': 'POSITIVE', 'score': 0.9971511960029602}], [{'label': 'POSITIVE', 'score': 0.9992225170135498}], [{'label': 'POSITIVE', 'score': 0.9992311000823975}]]"
352,"[[{'label': 'NEGATIVE', 'score': 0.8287656903266907}], [{'label': 'NEGATIVE', 'score': 0.8747652769088745}], [{'label': 'NEGATIVE', 'score': 0.8690759539604187}], [{'label': 'NEGATIVE', 'score': 0.8348000049591064}], [{'label': 'NEGATIVE', 'score': 0.8464732766151428}], [{'label': 'NEGATIVE', 'score': 0.8614658117294312}], [{'label': 'NEGATIVE', 'score': 0.961799144744873}], [{'label': 'NEGATIVE', 'score': 0.9387108087539673}], [{'label': 'NEGATIVE', 'score': 0.9288486838340759}], [{'label': 'NEGATIVE', 'score': 0.7567334175109863}], [{'label': 'NEGATIVE', 'score': 0.5022026896476746}], [{'label': 'POSITIVE', 'score': 0.5037252902984619}], [{'label': 'NEGATIVE', 'score': 0.5087893605232239}]]"
353,"[[{'label': 'POSITIVE', 'score': 0.9938965439796448}], [{'label': 'POSITIVE', 'score': 0.9725301861763}], [{'label': 'NEGATIVE', 'score': 0.9982036352157593}], [{'label': 'NEGATIVE', 'score': 0.8915498852729797}], [{'label': 'POSITIVE', 'score': 0.9908319115638733}], [{'label': 'POSITIVE', 'score': 0.9983527660369873}], [{'label': 'NEGATIVE', 'score': 0.9757006764411926}], [{'label': 'NEGATIVE', 'score': 0.9862626791000366}], [{'label': 'NEGATIVE', 'score': 0.9866439700126648}], [{'label': 'POSITIVE', 'score': 0.9881545305252075}], [{'label': 'NEGATIVE', 'score': 0.9754993915557861}], [{'label': 'NEGATIVE', 'score': 0.9874683618545532}], [{'label': 'POSITIVE', 'score': 0.9992852807044983}], [{'label': 'NEGATIVE', 'score': 0.9926757216453552}], [{'label': 'NEGATIVE', 'score': 0.8691351413726807}], [{'label': 'NEGATIVE', 'score': 0.9991713762283325}], [{'label': 'NEGATIVE', 'score': 0.6467156410217285}], [{'label': 'POSITIVE', 'score': 0.9807372689247131}], [{'label': 'POSITIVE', 'score': 0.8996841311454773}], [{'label': 'NEGATIVE', 'score': 0.991132915019989}], [{'label': 'NEGATIVE', 'score': 0.6247316598892212}], [{'label': 'POSITIVE', 'score': 0.5556741952896118}], [{'label': 'POSITIVE', 'score': 0.9586665034294128}], [{'label': 'POSITIVE', 'score': 0.992845356464386}], [{'label': 'NEGATIVE', 'score': 0.9858165979385376}], [{'label': 'POSITIVE', 'score': 0.9182975888252258}], [{'label': 'POSITIVE', 'score': 0.9977923631668091}], [{'label': 'NEGATIVE', 'score': 0.9559800028800964}], [{'label': 'POSITIVE', 'score': 0.9984586238861084}], [{'label': 'POSITIVE', 'score': 0.9541237950325012}], [{'label': 'POSITIVE', 'score': 0.999593198299408}]]"
354,"[[{'label': 'POSITIVE', 'score': 0.9968113303184509}], [{'label': 'POSITIVE', 'score': 0.9988049268722534}], [{'label': 'POSITIVE', 'score': 0.999758780002594}], [{'label': 'POSITIVE', 'score': 0.9993627667427063}], [{'label': 'POSITIVE', 'score': 0.9980054497718811}], [{'label': 'POSITIVE', 'score': 0.9974361062049866}], [{'label': 'POSITIVE', 'score': 0.9996259212493896}], [{'label': 'POSITIVE', 'score': 0.9986883997917175}], [{'label': 'POSITIVE', 'score': 0.99981290102005}], [{'label': 'POSITIVE', 'score': 0.9994250535964966}], [{'label': 'POSITIVE', 'score': 0.9988467693328857}], [{'label': 'POSITIVE', 'score': 0.9990487694740295}], [{'label': 'POSITIVE', 'score': 0.9996115565299988}], [{'label': 'NEGATIVE', 'score': 0.9730730652809143}], [{'label': 'POSITIVE', 'score': 0.999500036239624}]]"
355,"[[{'label': 'POSITIVE', 'score': 0.9913679957389832}], [{'label': 'NEGATIVE', 'score': 0.9924861192703247}], [{'label': 'NEGATIVE', 'score': 0.987998366355896}], [{'label': 'NEGATIVE', 'score': 0.9703090786933899}], [{'label': 'NEGATIVE', 'score': 0.9220187664031982}], [{'label': 'POSITIVE', 'score': 0.999599039554596}], [{'label': 'POSITIVE', 'score': 0.9981880784034729}], [{'label': 'NEGATIVE', 'score': 0.9299716353416443}], [{'label': 'NEGATIVE', 'score': 0.9609917998313904}], [{'label': 'POSITIVE', 'score': 0.5988459587097168}], [{'label': 'POSITIVE', 'score': 0.9996144771575928}], [{'label': 'NEGATIVE', 'score': 0.9912712574005127}], [{'label': 'POSITIVE', 'score': 0.9975703358650208}], [{'label': 'NEGATIVE', 'score': 0.6792418360710144}], [{'label': 'POSITIVE', 'score': 0.9997598528862}], [{'label': 'NEGATIVE', 'score': 0.9904939532279968}], [{'label': 'NEGATIVE', 'score': 0.9959383010864258}], [{'label': 'POSITIVE', 'score': 0.8146979808807373}], [{'label': 'POSITIVE', 'score': 0.9904040098190308}], [{'label': 'POSITIVE', 'score': 0.9923923015594482}], [{'label': 'POSITIVE', 'score': 0.9447596669197083}], [{'label': 'POSITIVE', 'score': 0.9986376166343689}], [{'label': 'POSITIVE', 'score': 0.9922932386398315}], [{'label': 'POSITIVE', 'score': 0.9974883794784546}], [{'label': 'POSITIVE', 'score': 0.9995450377464294}], [{'label': 'POSITIVE', 'score': 0.9994232654571533}], [{'label': 'POSITIVE', 'score': 0.94284987449646}], [{'label': 'POSITIVE', 'score': 0.9976370334625244}], [{'label': 'POSITIVE', 'score': 0.989600419998169}], [{'label': 'POSITIVE', 'score': 0.9997715353965759}], [{'label': 'POSITIVE', 'score': 0.9987714886665344}], [{'label': 'POSITIVE', 'score': 0.768204927444458}], [{'label': 'POSITIVE', 'score': 0.9993976354598999}], [{'label': 'NEGATIVE', 'score': 0.9695860147476196}], [{'label': 'NEGATIVE', 'score': 0.9951925277709961}], [{'label': 'POSITIVE', 'score': 0.9983915686607361}], [{'label': 'NEGATIVE', 'score': 0.9853280186653137}], [{'label': 'POSITIVE', 'score': 0.9468837380409241}], [{'label': 'POSITIVE', 'score': 0.9971627593040466}], [{'label': 'POSITIVE', 'score': 0.9988276362419128}], [{'label': 'NEGATIVE', 'score': 0.9631818532943726}], [{'label': 'POSITIVE', 'score': 0.9985541701316833}], [{'label': 'POSITIVE', 'score': 0.9995996356010437}], [{'label': 'POSITIVE', 'score': 0.9689982533454895}], [{'label': 'POSITIVE', 'score': 0.9983042478561401}], [{'label': 'NEGATIVE', 'score': 0.9697787165641785}], [{'label': 'POSITIVE', 'score': 0.9995198249816895}], [{'label': 'POSITIVE', 'score': 0.9998194575309753}], [{'label': 'POSITIVE', 'score': 0.9993847608566284}], [{'label': 'NEGATIVE', 'score': 0.5192616581916809}], [{'label': 'POSITIVE', 'score': 0.9968350529670715}], [{'label': 'POSITIVE', 'score': 0.9973256587982178}], [{'label': 'POSITIVE', 'score': 0.9934008717536926}], [{'label': 'POSITIVE', 'score': 0.9899964332580566}], [{'label': 'POSITIVE', 'score': 0.9971981048583984}], [{'label': 'POSITIVE', 'score': 0.998323380947113}], [{'label': 'POSITIVE', 'score': 0.99945467710495}], [{'label': 'POSITIVE', 'score': 0.9994389414787292}], [{'label': 'POSITIVE', 'score': 0.9990897178649902}], [{'label': 'POSITIVE', 'score': 0.9994810223579407}], [{'label': 'POSITIVE', 'score': 0.9568479061126709}]]"
